City,Venue,Host_Country,Date,Match Type,Team 1,Team 2,Team 1 Captain,Team 2 Captain,Team 1 Wicket Keeper,Team 2 Wicket Keeper,Toss Winner,Decision,Opening Team,Winner,By Runs,By Wickets,Run Won By,Wickets Won By,Player of the Match,Umpire 1,Umpire 2
Kolkata,Eden Gardens,India,12-04-2019,Group Stage,Kolkata Knight Riders,Delhi Capitals,,,,,Delhi Capitals,field,Kolkata Knight Riders,Delhi Capitals,0,1,,7,S Dhawan,YC Barde,CK Nandan
Mumbai,Wankhede Stadium,India,13-04-2019,Group Stage,Mumbai Indians,Rajasthan Royals,,,,,Rajasthan Royals,field,Mumbai Indians,Rajasthan Royals,0,1,,4,JC Buttler,Nitin Menon,A Nand Kishore
Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",India,13-04-2019,Group Stage,Kings XI Punjab,Royal Challengers Bangalore,,,,,Royal Challengers Bangalore,field,Kings XI Punjab,Royal Challengers Bangalore,0,1,,8,AB de Villiers,UV Gandhe,S Ravi
Kolkata,Eden Gardens,India,14-04-2019,Group Stage,Kolkata Knight Riders,Chennai Super Kings,,,,,Chennai Super Kings,field,Kolkata Knight Riders,Chennai Super Kings,0,1,,5,Imran Tahir,RJ Tucker,CK Nandan
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",India,14-04-2019,Group Stage,Sunrisers Hyderabad,Delhi Capitals,,,,,Sunrisers Hyderabad,field,Delhi Capitals,Delhi Capitals,1,0,39,,KMA Paul,BNJ Oxenford,AK Chaudhary
Mumbai,Wankhede Stadium,India,15-04-2019,Group Stage,Mumbai Indians,Royal Challengers Bangalore,,,,,Mumbai Indians,field,Royal Challengers Bangalore,Mumbai Indians,0,1,,5,SL Malinga,M Erasmus,Nitin Menon
Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",India,16-04-2019,Group Stage,Kings XI Punjab,Rajasthan Royals,,,,,Rajasthan Royals,field,Kings XI Punjab,Kings XI Punjab,1,0,12,,R Ashwin,VA Kulkarni,AK Chaudhary
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",India,17-04-2019,Group Stage,Sunrisers Hyderabad,Chennai Super Kings,,,,,Chennai Super Kings,bat,Chennai Super Kings,Sunrisers Hyderabad,0,1,,6,DA Warner,UV Gandhe,IJ Gould
Delhi,Feroz Shah Kotla,India,18-04-2019,Group Stage,Delhi Capitals,Mumbai Indians,,,,,Mumbai Indians,bat,Mumbai Indians,Mumbai Indians,1,0,40,,HH Pandya,BNJ Oxenford,NJ Llong
Kolkata,Eden Gardens,India,19-04-2019,Group Stage,Kolkata Knight Riders,Royal Challengers Bangalore,,,,,Kolkata Knight Riders,field,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,10,,V Kohli,IJ Gould,Nitin Menon
Jaipur,Sawai Mansingh Stadium,India,20-04-2019,Group Stage,Rajasthan Royals,Mumbai Indians,,,,,Rajasthan Royals,field,Mumbai Indians,Rajasthan Royals,0,1,,5,SPD Smith,YC Barde,S Ravi
Delhi,Feroz Shah Kotla,India,20-04-2019,Group Stage,Delhi Capitals,Kings XI Punjab,,,,,Delhi Capitals,field,Kings XI Punjab,Delhi Capitals,0,1,,5,SS Iyer,UV Gandhe,C Shamshuddin
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",India,21-04-2019,Group Stage,Sunrisers Hyderabad,Kolkata Knight Riders,,,,,Sunrisers Hyderabad,field,Kolkata Knight Riders,Sunrisers Hyderabad,0,1,,9,KK Ahmed,NJ Llong,Nitin Menon
Bengaluru,M.Chinnaswamy Stadium,India,21-04-2019,Group Stage,Royal Challengers Bangalore,Chennai Super Kings,,,,,Chennai Super Kings,field,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,1,,PA Patel,RJ Tucker,VA Kulkarni
Jaipur,Sawai Mansingh Stadium,India,22-04-2019,Group Stage,Rajasthan Royals,Delhi Capitals,,,,,Delhi Capitals,field,Rajasthan Royals,Delhi Capitals,0,1,,6,RR Pant,A Nand Kishore,S Ravi
Chennai,"MA Chidambaram Stadium, Chepauk",India,23-04-2019,Group Stage,Chennai Super Kings,Sunrisers Hyderabad,,,,,Chennai Super Kings,field,Sunrisers Hyderabad,Chennai Super Kings,0,1,,6,SR Watson,NJ Llong,AK Chaudhary
Bengaluru,M.Chinnaswamy Stadium,India,24-04-2019,Group Stage,Royal Challengers Bangalore,Kings XI Punjab,,,,,Kings XI Punjab,field,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,17,,AB de Villiers,C Shamshuddin,BNJ Oxenford
Kolkata,Eden Gardens,India,25-04-2019,Group Stage,Kolkata Knight Riders,Rajasthan Royals,,,,,Rajasthan Royals,field,Kolkata Knight Riders,Rajasthan Royals,0,1,,3,VR Aaron,AY Dandekar,IJ Gould
Chennai,"MA Chidambaram Stadium, Chepauk",India,26-04-2019,Group Stage,Chennai Super Kings,Mumbai Indians,,,,,Chennai Super Kings,field,Mumbai Indians,Mumbai Indians,1,0,46,,RG Sharma,NJ Llong,AK Chaudhary
Jaipur,Sawai Mansingh Stadium,India,27-04-2019,Group Stage,Rajasthan Royals,Sunrisers Hyderabad,,,,,Rajasthan Royals,field,Sunrisers Hyderabad,Rajasthan Royals,0,1,,7,JD Unadkat,YC Barde,A Nand Kishore
Delhi,Feroz Shah Kotla,India,28-04-2019,Group Stage,Delhi Capitals,Royal Challengers Bangalore,,,,,Delhi Capitals,bat,Delhi Capitals,Delhi Capitals,1,0,16,,S Dhawan,KN Ananthapadmanabhan,BNJ Oxenford
Kolkata,Eden Gardens,India,28-04-2019,Group Stage,Kolkata Knight Riders,Mumbai Indians,,,,,Mumbai Indians,field,Kolkata Knight Riders,Kolkata Knight Riders,1,0,34,,AD Russell,IJ Gould,Nitin Menon
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",India,29-04-2019,Group Stage,Sunrisers Hyderabad,Kings XI Punjab,,,,,Kings XI Punjab,field,Sunrisers Hyderabad,Sunrisers Hyderabad,1,0,45,,DA Warner,CK Nandan,S Ravi
Bengaluru,M.Chinnaswamy Stadium,India,30-04-2019,Group Stage,Royal Challengers Bangalore,Rajasthan Royals,,,,,Rajasthan Royals,field,Royal Challengers Bangalore,Tied,,,,,,UV Gandhe,NJ Llong
Chennai,"MA Chidambaram Stadium, Chepauk",India,01-05-2019,Group Stage,Chennai Super Kings,Delhi Capitals,,,,,Delhi Capitals,field,Chennai Super Kings,Chennai Super Kings,1,0,80,,MS Dhoni,AY Dandekar,Nitin Menon
Mumbai,Wankhede Stadium,India,02-05-2019,Group Stage,Mumbai Indians,Sunrisers Hyderabad,,,,,Mumbai Indians,bat,Mumbai Indians,Tied,,,,,JJ Bumrah,CK Nandan,S Ravi
Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",India,03-05-2019,Group Stage,Kings XI Punjab,Kolkata Knight Riders,,,,,Kolkata Knight Riders,field,Kings XI Punjab,Kolkata Knight Riders,0,1,,7,Shubman Gill,C Shamshuddin,BNJ Oxenford
Delhi,Feroz Shah Kotla,India,04-05-2019,Group Stage,Delhi Capitals,Rajasthan Royals,,,,,Rajasthan Royals,bat,Rajasthan Royals,Delhi Capitals,0,1,,5,A Mishra,AY Dandekar,IJ Gould
Bengaluru,M.Chinnaswamy Stadium,India,04-05-2019,Group Stage,Royal Challengers Bangalore,Sunrisers Hyderabad,,,,,Royal Challengers Bangalore,field,Sunrisers Hyderabad,Royal Challengers Bangalore,0,1,,4,SO Hetmyer,NJ Llong,AK Chaudhary
Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",India,05-05-2019,Group Stage,Kings XI Punjab,Chennai Super Kings,,,,,Kings XI Punjab,field,Chennai Super Kings,Kings XI Punjab,0,1,,6,KL Rahul,KN Ananthapadmanabhan,C Shamshuddin
Mumbai,Wankhede Stadium,India,05-05-2019,Group Stage,Mumbai Indians,Kolkata Knight Riders,,,,,Mumbai Indians,field,Kolkata Knight Riders,Mumbai Indians,0,1,,9,HH Pandya,A Nand Kishore,CK Nandan
Chennai,"MA Chidambaram Stadium, Chepauk",India,07-05-2019,Group Stage,Mumbai Indians,Chennai Super Kings,,,,,Chennai Super Kings,bat,Chennai Super Kings,Mumbai Indians,0,1,,6,SA Yadav,NJ Llong,Nitin Menon
Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,08-05-2019,Group Stage,Delhi Capitals,Sunrisers Hyderabad,,,,,Delhi Capitals,field,Sunrisers Hyderabad,Delhi Capitals,0,1,,2,RR Pant,BNJ Oxenford,S Ravi
Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,10-05-2019,Group Stage,Chennai Super Kings,Delhi Capitals,,,,,Chennai Super Kings,field,Delhi Capitals,Chennai Super Kings,0,1,,6,F du Plessis,BNJ Oxenford,S Ravi
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",India,12-05-2019,Group Stage,Mumbai Indians,Chennai Super Kings,,,,,Mumbai Indians,bat,Mumbai Indians,Mumbai Indians,1,0,1,,JJ Bumrah,IJ Gould,Nitin Menon
Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,19-09-2020,Group Stage,Mumbai Indians,Chennai Super Kings,Rohit Sharma,MS Dhoni,,,Chennai Super Kings,field,Mumbai Indians,Chennai Super Kings,0,1,,5,AT Rayudu,CB Gaffaney,VK Sharma
Dubai,Dubai International Cricket Stadium,United Arab Emirates,20-09-2020,Group Stage,Delhi Capitals,Kings XI Punjab,Sreyas Iyer,KL Rahul,,,Kings XI Punjab,field,Delhi Capitals,Tied,,,,,MP Stoinis,AK Chaudhary,Nitin Menon
Dubai,Dubai International Cricket Stadium,United Arab Emirates,21-09-2020,Group Stage,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,David Warner,,,Sunrisers Hyderabad,field,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,10,,YS Chahal,AY Dandekar,Nitin Menon
Sharjah,Sharjah Cricket Stadium,United Arab Emirates,22-09-2020,Group Stage,Rajasthan Royals,Chennai Super Kings,Steve Smith,MS Dhoni,,,Chennai Super Kings,field,Rajasthan Royals,Rajasthan Royals,1,0,16,,SV Samson,C Shamshuddin,VA Kulkarni
Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,23-09-2020,Group Stage,Mumbai Indians,Kolkata Knight Riders,Rohit Sharma,Dinesh Kartik,,,Kolkata Knight Riders,field,Mumbai Indians,Mumbai Indians,1,0,49,,RG Sharma,CB Gaffaney,S Ravi
Dubai,Dubai International Cricket Stadium,United Arab Emirates,24-09-2020,Group Stage,Kings XI Punjab,Royal Challengers Bangalore,KL Rahul,Virat Kohli,,,Royal Challengers Bangalore,field,Kings XI Punjab,Kings XI Punjab,1,0,97,,KL Rahul,AK Chaudhary,PR Reiffel
Dubai,Dubai International Cricket Stadium,United Arab Emirates,25-09-2020,Group Stage,Delhi Capitals,Chennai Super Kings,Sreyas Iyer,MS Dhoni,,,Chennai Super Kings,field,Delhi Capitals,Delhi Capitals,1,0,44,,PP Shaw,KN Ananthapadmanabhan,RK Illingworth
Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,26-09-2020,Group Stage,Sunrisers Hyderabad,Kolkata Knight Riders,David Warner,Dinesh Kartik,,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Kolkata Knight Riders,0,1,,7,Shubman Gill,CB Gaffaney,VK Sharma
Sharjah,Sharjah Cricket Stadium,United Arab Emirates,27-09-2020,Group Stage,Kings XI Punjab,Rajasthan Royals,KL Rahul,Steve Smith,,,Rajasthan Royals,field,Kings XI Punjab,Rajasthan Royals,0,1,,4,SV Samson,RK Illingworth,K Srinivasan
Dubai,Dubai International Cricket Stadium,United Arab Emirates,28-09-2020,Group Stage,Royal Challengers Bangalore,Mumbai Indians,Virat Kohli,Rohit Sharma,,,Mumbai Indians,field,Royal Challengers Bangalore,Tied,,,,,AB de Villiers,Nitin Menon,PR Reiffel
Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,29-09-2020,Group Stage,Sunrisers Hyderabad,Delhi Capitals,David Warner,Sreyas Iyer,,,Delhi Capitals,field,Sunrisers Hyderabad,Sunrisers Hyderabad,1,0,15,,Rashid Khan,VK Sharma,S Ravi
Dubai,Dubai International Cricket Stadium,United Arab Emirates,30-09-2020,Group Stage,Kolkata Knight Riders,Rajasthan Royals,Dinesh Kartik,Steve Smith,,,Rajasthan Royals,field,Kolkata Knight Riders,Kolkata Knight Riders,1,0,37,,Shivam Mavi,KN Ananthapadmanabhan,C Shamshuddin
Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,01-10-2020,Group Stage,Mumbai Indians,Kings XI Punjab,Rohit Sharma,KL Rahul,,,Kings XI Punjab,field,Mumbai Indians,Mumbai Indians,1,0,48,,KA Pollard,VK Sharma,S Ravi
Dubai,Dubai International Cricket Stadium,United Arab Emirates,02-10-2020,Group Stage,Sunrisers Hyderabad,Chennai Super Kings,David Warner,MS Dhoni,,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Sunrisers Hyderabad,1,0,7,,PK Garg,AK Chaudhary,PR Reiffel
Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,03-10-2020,Group Stage,Rajasthan Royals,Royal Challengers Bangalore,Steve Smith,Virat Kohli,,,Rajasthan Royals,bat,Rajasthan Royals,Royal Challengers Bangalore,0,1,,8,YS Chahal,CB Gaffaney,S Ravi
Sharjah,Sharjah Cricket Stadium,United Arab Emirates,03-10-2020,Group Stage,Delhi Capitals,Kolkata Knight Riders,Sreyas Iyer,Dinesh Kartik,,,Kolkata Knight Riders,field,Delhi Capitals,Delhi Capitals,1,0,18,,SS Iyer,VA Kulkarni,RK Illingworth
Dubai,Dubai International Cricket Stadium,United Arab Emirates,04-10-2020,Group Stage,Kings XI Punjab,Chennai Super Kings,KL Rahul,MS Dhoni,,,Kings XI Punjab,bat,Kings XI Punjab,Chennai Super Kings,0,1,,10,SR Watson,AY Dandekar,Nitin Menon
Sharjah,Sharjah Cricket Stadium,United Arab Emirates,04-10-2020,Group Stage,Mumbai Indians,Sunrisers Hyderabad,Rohit Sharma,David Warner,,,Mumbai Indians,bat,Mumbai Indians,Mumbai Indians,1,0,34,,TA Boult,KN Ananthapadmanabhan,RK Illingworth
Dubai,Dubai International Cricket Stadium,United Arab Emirates,05-10-2020,Group Stage,Delhi Capitals,Royal Challengers Bangalore,Sreyas Iyer,Virat Kohli,,,Royal Challengers Bangalore,field,Delhi Capitals,Delhi Capitals,1,0,59,,AR Patel,Nitin Menon,YC Barde
Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,06-10-2020,Group Stage,Mumbai Indians,Rajasthan Royals,Rohit Sharma,Steve Smith,,,Mumbai Indians,bat,Mumbai Indians,Mumbai Indians,1,0,57,,SA Yadav,VK Sharma,S Ravi
Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,07-10-2020,Group Stage,Kolkata Knight Riders,Chennai Super Kings,Dinesh Kartik,MS Dhoni,,,Kolkata Knight Riders,bat,Kolkata Knight Riders,Kolkata Knight Riders,1,0,10,,RA Tripathi,KN Ananthapadmanabhan,RK Illingworth
Dubai,Dubai International Cricket Stadium,United Arab Emirates,08-10-2020,Group Stage,Sunrisers Hyderabad,Kings XI Punjab,David Warner,KL Rahul,,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Sunrisers Hyderabad,1,0,69,,JM Bairstow,AK Chaudhary,Nitin Menon
Sharjah,Sharjah Cricket Stadium,United Arab Emirates,09-10-2020,Group Stage,Delhi Capitals,Rajasthan Royals,Sreyas Iyer,Steve Smith,,,Rajasthan Royals,field,Delhi Capitals,Delhi Capitals,1,0,46,,R Ashwin,KN Ananthapadmanabhan,C Shamshuddin
Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,10-10-2020,Group Stage,Kolkata Knight Riders,Kings XI Punjab,Dinesh Kartik,KL Rahul,,,Kolkata Knight Riders,bat,Kolkata Knight Riders,Kolkata Knight Riders,1,0,2,,KD Karthik,UV Gandhe,CB Gaffaney
Dubai,Dubai International Cricket Stadium,United Arab Emirates,10-10-2020,Group Stage,Royal Challengers Bangalore,Chennai Super Kings,Virat Kohli,MS Dhoni,,,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,37,,V Kohli,AK Chaudhary,PR Reiffel
Dubai,Dubai International Cricket Stadium,United Arab Emirates,11-10-2020,Group Stage,Sunrisers Hyderabad,Rajasthan Royals,David Warner,Steve Smith,,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Rajasthan Royals,0,1,,5,R Tewatia,YC Barde,PR Reiffel
Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,11-10-2020,Group Stage,Delhi Capitals,Mumbai Indians,Sreyas Iyer,Rohit Sharma,,,Delhi Capitals,bat,Delhi Capitals,Mumbai Indians,0,1,,5,Q de Kock,CB Gaffaney,S Ravi
Sharjah,Sharjah Cricket Stadium,United Arab Emirates,12-10-2020,Group Stage,Royal Challengers Bangalore,Kolkata Knight Riders,Virat Kohli,Dinesh Kartik,,,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,82,,AB de Villiers,RK Illingworth,K Srinivasan
Dubai,Dubai International Cricket Stadium,United Arab Emirates,13-10-2020,Group Stage,Chennai Super Kings,Sunrisers Hyderabad,MS Dhoni,David Warner,,,Chennai Super Kings,bat,Chennai Super Kings,Chennai Super Kings,1,0,20,,RA Jadeja,AK Chaudhary,PR Reiffel
Dubai,Dubai International Cricket Stadium,United Arab Emirates,14-10-2020,Group Stage,Delhi Capitals,Rajasthan Royals,Sreyas Iyer,Steve Smith,,,Delhi Capitals,bat,Delhi Capitals,Delhi Capitals,1,0,13,,A Nortje,AK Chaudhary,Nitin Menon
Sharjah,Sharjah Cricket Stadium,United Arab Emirates,15-10-2020,Group Stage,Royal Challengers Bangalore,Kings XI Punjab,Virat Kohli,KL Rahul,,,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Kings XI Punjab,0,1,,8,KL Rahul,KN Ananthapadmanabhan,C Shamshuddin
Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,16-10-2020,Group Stage,Kolkata Knight Riders,Mumbai Indians,Dinesh Kartik,Rohit Sharma,,,Kolkata Knight Riders,bat,Kolkata Knight Riders,Mumbai Indians,0,1,,8,Q de Kock,CB Gaffaney,VK Sharma
Sharjah,Sharjah Cricket Stadium,United Arab Emirates,17-10-2020,Group Stage,Chennai Super Kings,Delhi Capitals,MS Dhoni,Sreyas Iyer,,,Chennai Super Kings,bat,Chennai Super Kings,Delhi Capitals,0,1,,5,S Dhawan,KN Ananthapadmanabhan,RK Illingworth
Dubai,Dubai International Cricket Stadium,United Arab Emirates,17-10-2020,Group Stage,Rajasthan Royals,Royal Challengers Bangalore,Steve Smith,Virat Kohli,,,Rajasthan Royals,bat,Rajasthan Royals,Royal Challengers Bangalore,0,1,,7,AB de Villiers,AK Chaudhary,Nitin Menon
Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,18-10-2020,Group Stage,Kolkata Knight Riders,Sunrisers Hyderabad,Dinesh Kartik,David Warner,,,Sunrisers Hyderabad,field,Kolkata Knight Riders,Tied,,,,,LH Ferguson,PG Pathak,S Ravi
Dubai,Dubai International Cricket Stadium,United Arab Emirates,18-10-2020,Group Stage,Mumbai Indians,Kings XI Punjab,Rohit Sharma,KL Rahul,,,Mumbai Indians,bat,Mumbai Indians,Tied,,,,,KL Rahul,Nitin Menon,PR Reiffel
Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,19-10-2020,Group Stage,Chennai Super Kings,Rajasthan Royals,MS Dhoni,Steve Smith,,,Chennai Super Kings,bat,Chennai Super Kings,Rajasthan Royals,0,1,,7,JC Buttler,CB Gaffaney,VK Sharma
Dubai,Dubai International Cricket Stadium,United Arab Emirates,20-10-2020,Group Stage,Delhi Capitals,Kings XI Punjab,Sreyas Iyer,KL Rahul,,,Delhi Capitals,bat,Delhi Capitals,Kings XI Punjab,0,1,,5,S Dhawan,C Shamshuddin,RK Illingworth
Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,21-10-2020,Group Stage,Kolkata Knight Riders,Royal Challengers Bangalore,Dinesh Kartik,Virat Kohli,,,Kolkata Knight Riders,bat,Kolkata Knight Riders,Royal Challengers Bangalore,0,1,,8,Mohammed Siraj,VK Sharma,S Ravi
Dubai,Dubai International Cricket Stadium,United Arab Emirates,22-10-2020,Group Stage,Rajasthan Royals,Sunrisers Hyderabad,Steve Smith,David Warner,,,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,0,1,,8,MK Pandey,Nitin Menon,PR Reiffel
Sharjah,Sharjah Cricket Stadium,United Arab Emirates,23-10-2020,Group Stage,Chennai Super Kings,Mumbai Indians,MS Dhoni,Rohit Sharma,,,Mumbai Indians,field,Chennai Super Kings,Mumbai Indians,0,1,,10,TA Boult,C Shamshuddin,VA Kulkarni
Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,24-10-2020,Group Stage,Kolkata Knight Riders,Delhi Capitals,Dinesh Kartik,Sreyas Iyer,,,Delhi Capitals,field,Kolkata Knight Riders,Kolkata Knight Riders,1,0,59,,CV Varun,CB Gaffaney,PG Pathak
Dubai,Dubai International Cricket Stadium,United Arab Emirates,24-10-2020,Group Stage,Kings XI Punjab,Sunrisers Hyderabad,KL Rahul,David Warner,,,Sunrisers Hyderabad,field,Kings XI Punjab,Kings XI Punjab,1,0,12,,CJ Jordan,AY Dandekar,PR Reiffel
Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,25-10-2020,Group Stage,Mumbai Indians,Rajasthan Royals,Rohit Sharma,Steve Smith,,,Mumbai Indians,bat,Mumbai Indians,Rajasthan Royals,0,1,,8,BA Stokes,UV Gandhe,VK Sharma
Dubai,Dubai International Cricket Stadium,United Arab Emirates,25-10-2020,Group Stage,Royal Challengers Bangalore,Chennai Super Kings,Virat Kohli,MS Dhoni,,,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Chennai Super Kings,0,1,,8,RD Gaikwad,C Shamshuddin,RK Illingworth
Sharjah,Sharjah Cricket Stadium,United Arab Emirates,26-10-2020,Group Stage,Kolkata Knight Riders,Kings XI Punjab,Dinesh Kartik,KL Rahul,,,Kings XI Punjab,field,Kolkata Knight Riders,Kings XI Punjab,0,1,,8,CH Gayle,KN Ananthapadmanabhan,RK Illingworth
Dubai,Dubai International Cricket Stadium,United Arab Emirates,27-10-2020,Group Stage,Sunrisers Hyderabad,Delhi Capitals,David Warner,Sreyas Iyer,,,Delhi Capitals,field,Sunrisers Hyderabad,Sunrisers Hyderabad,1,0,88,,WP Saha,AK Chaudhary,Nitin Menon
Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,28-10-2020,Group Stage,Royal Challengers Bangalore,Mumbai Indians,Virat Kohli,Rohit Sharma,,,Mumbai Indians,field,Royal Challengers Bangalore,Mumbai Indians,0,1,,5,SA Yadav,UV Gandhe,CB Gaffaney
Dubai,Dubai International Cricket Stadium,United Arab Emirates,29-10-2020,Group Stage,Kolkata Knight Riders,Chennai Super Kings,Dinesh Kartik,MS Dhoni,,,Chennai Super Kings,field,Kolkata Knight Riders,Chennai Super Kings,0,1,,6,RD Gaikwad,C Shamshuddin,RK Illingworth
Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,30-10-2020,Group Stage,Kings XI Punjab,Rajasthan Royals,KL Rahul,Steve Smith,,,Rajasthan Royals,field,Kings XI Punjab,Rajasthan Royals,0,1,,7,BA Stokes,CB Gaffaney,S Ravi
Sharjah,Sharjah Cricket Stadium,United Arab Emirates,31-10-2020,Group Stage,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,David Warner,,,Sunrisers Hyderabad,field,Royal Challengers Bangalore,Sunrisers Hyderabad,0,1,,5,Sandeep Sharma,KN Ananthapadmanabhan,K Srinivasan
Dubai,Dubai International Cricket Stadium,United Arab Emirates,31-10-2020,Group Stage,Delhi Capitals,Mumbai Indians,Sreyas Iyer,Rohit Sharma,,,Mumbai Indians,field,Delhi Capitals,Mumbai Indians,0,1,,9,Ishan Kishan,YC Barde,PR Reiffel
Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,01-11-2020,Group Stage,Kings XI Punjab,Chennai Super Kings,KL Rahul,MS Dhoni,,,Chennai Super Kings,field,Kings XI Punjab,Chennai Super Kings,0,1,,9,RD Gaikwad,PG Pathak,VK Sharma
Dubai,Dubai International Cricket Stadium,United Arab Emirates,01-11-2020,Group Stage,Kolkata Knight Riders,Rajasthan Royals,Dinesh Kartik,Steve Smith,,,Rajasthan Royals,field,Kolkata Knight Riders,Kolkata Knight Riders,1,0,60,,PJ Cummins,Nitin Menon,PR Reiffel
Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,02-11-2020,Group Stage,Royal Challengers Bangalore,Delhi Capitals,Virat Kohli,Sreyas Iyer,,,Delhi Capitals,field,Royal Challengers Bangalore,Delhi Capitals,0,1,,6,A Nortje,CB Gaffaney,S Ravi
Sharjah,Sharjah Cricket Stadium,United Arab Emirates,03-11-2020,Group Stage,Mumbai Indians,Sunrisers Hyderabad,Rohit Sharma,David Warner,,,Sunrisers Hyderabad,field,Mumbai Indians,Sunrisers Hyderabad,0,1,,10,S Nadeem,C Shamshuddin,RK Illingworth
Dubai,Dubai International Cricket Stadium,United Arab Emirates,05-11-2020,Group Stage,Mumbai Indians,Delhi Capitals,Rohit Sharma,Sreyas Iyer,,,Delhi Capitals,field,Mumbai Indians,Mumbai Indians,1,0,57,,JJ Bumrah,CB Gaffaney,Nitin Menon
Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,06-11-2020,Group Stage,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,David Warner,,,Sunrisers Hyderabad,field,Royal Challengers Bangalore,Sunrisers Hyderabad,0,1,,6,KS Williamson,PR Reiffel,S Ravi
Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,08-11-2020,Group Stage,Delhi Capitals,Sunrisers Hyderabad,Sreyas Iyer,David Warner,,,Delhi Capitals,bat,Delhi Capitals,Delhi Capitals,1,0,17,,MP Stoinis,PR Reiffel,S Ravi
